customer_id,age,service_segment,signup_channel,primary_device,tenure_months,contract_type,plan_tier,num_services,has_family_plan
CX02719,18,News & Media,Email Campaign,Mobile,17,Month-to-month,Premium,5,True
CX02720,33,Streaming,Paid Social,Desktop,9,Month-to-month,Plus,5,False
CX02721,31,Productivity,App Store,Tablet,19,Annual,Premium,6,False
CX02722,35,Fintech,App Store,Mobile,27,Month-to-month,Plus,3,False
CX02723,32,Productivity,Paid Social,Desktop,39,Annual,Plus,4,True
CX02724,27,Streaming,Paid Social,Mobile,19,Month-to-month,Premium,4,True
CX02725,33,Gaming,Organic Search,Desktop,20,Month-to-month,Plus,2,False
CX02726,30,News & Media,Paid Social,Smart TV,29,Annual,Basic,2,False
CX02727,44,Streaming,Organic Search,Mobile,46,Annual,Basic,4,False
CX02728,44,Streaming,Organic Search,Desktop,19,Month-to-month,Standard,4,True
CX02729,32,Fitness,Referral,Desktop,10,Month-to-month,Basic,2,False
CX02730,30,Fitness,Referral,Mobile,17,Month-to-month,Standard,3,False
CX02731,38,Fintech,Referral,Desktop,5,Month-to-month,Standard,3,False
CX02732,46,Productivity,Paid Social,Mobile,9,Month-to-month,Premium,4,False
CX02733,39,Streaming,Organic Search,Mobile,12,Annual,Standard,3,False
CX02734,33,Cloud Storage,Referral,Desktop,24,Month-to-month,Basic,3,False
CX02735,39,Gaming,Paid Social,Mobile,28,Annual,Plus,6,False
CX02736,26,Streaming,Paid Social,Mobile,27,Month-to-month,Standard,2,False
CX02737,49,News & Media,Organic Search,Tablet,23,Month-to-month,Standard,7,False
CX02738,28,Streaming,Paid Social,Mobile,18,Month-to-month,Basic,1,False
CX02739,48,Cloud Storage,Influencer,Smart TV,24,Month-to-month,Basic,2,False
CX02740,44,Cloud Storage,Organic Search,Desktop,17,Annual,Basic,2,False
CX02741,42,Fintech,Paid Social,Mobile,2,Month-to-month,Standard,2,True
CX02742,46,Cloud Storage,Organic Search,Mobile,28,Two year,Standard,3,True
CX02743,23,Fitness,Organic Search,Mobile,21,Annual,Basic,5,True
CX02744,52,Fintech,Paid Social,Mobile,7,Month-to-month,Plus,3,False
CX02745,48,Streaming,Paid Social,Smart TV,10,Month-to-month,Premium,6,True
CX02746,64,Streaming,Organic Search,Mobile,27,Month-to-month,Standard,2,False
CX02747,29,Cloud Storage,Referral,Mobile,14,Annual,Premium,4,True
CX02748,39,Productivity,Organic Search,Desktop,5,Month-to-month,Standard,3,True
CX02749,45,Gaming,Email Campaign,Mobile,2,Annual,Basic,2,False
CX02750,29,Fintech,App Store,Desktop,9,Month-to-month,Standard,3,False
CX02751,31,Cloud Storage,Paid Social,Tablet,55,Two year,Plus,8,False
CX02752,42,Streaming,App Store,Mobile,79,Two year,Basic,3,False
CX02753,51,Fintech,App Store,Mobile,54,Annual,Basic,1,False
CX02754,40,Streaming,App Store,Mobile,11,Month-to-month,Standard,5,False
CX02755,63,Fintech,Paid Social,Mobile,42,Month-to-month,Basic,1,False
CX02756,43,Productivity,Organic Search,Desktop,17,Month-to-month,Basic,3,False
CX02757,35,Gaming,Organic Search,Mobile,9,Month-to-month,Basic,1,False
CX02758,18,Fintech,Influencer,Desktop,4,Month-to-month,Standard,5,False
CX02759,38,Streaming,Paid Social,Mobile,19,Month-to-month,Standard,4,False
CX02760,23,Fintech,Paid Social,Desktop,9,Month-to-month,Standard,3,False
CX02761,48,Fintech,Referral,Mobile,61,Two year,Plus,3,False
CX02762,56,Fintech,Paid Social,Mobile,30,Annual,Standard,2,False
CX02763,43,Cloud Storage,Email Campaign,Desktop,14,Annual,Plus,3,False
CX02764,36,Cloud Storage,Organic Search,Mobile,4,Month-to-month,Plus,3,False
CX02765,28,Cloud Storage,App Store,Mobile,22,Month-to-month,Premium,6,False
CX02766,42,Productivity,Organic Search,Desktop,33,Two year,Standard,2,False
CX02767,41,Streaming,Referral,Mobile,35,Month-to-month,Standard,3,False
CX02768,46,News & Media,Paid Social,Desktop,22,Month-to-month,Plus,6,False
CX02769,35,Gaming,Paid Social,Desktop,18,Month-to-month,Standard,3,False
CX02770,18,Fitness,Paid Social,Mobile,34,Month-to-month,Standard,2,False
CX02771,31,News & Media,Influencer,Mobile,19,Two year,Premium,5,False
CX02772,45,Streaming,App Store,Mobile,27,Two year,Plus,3,True
CX02773,43,Cloud Storage,Referral,Desktop,21,Month-to-month,Standard,2,False
CX02774,22,News & Media,Influencer,Mobile,14,Annual,Standard,2,True
CX02775,57,Streaming,Referral,Mobile,3,Month-to-month,Plus,2,False
CX02776,45,Streaming,Paid Social,Mobile,42,Annual,Plus,3,False
CX02777,27,Productivity,Paid Social,Desktop,54,Two year,Basic,2,True
CX02778,40,Fitness,Paid Social,Desktop,6,Annual,Premium,8,False
CX02779,30,News & Media,Organic Search,Tablet,7,Month-to-month,Plus,4,False
CX02780,43,Productivity,Organic Search,Mobile,3,Month-to-month,Premium,8,True
CX02781,57,Cloud Storage,Email Campaign,Mobile,15,Two year,Basic,1,True
CX02782,52,Cloud Storage,Paid Social,Desktop,14,Two year,Standard,5,False
CX02783,46,Streaming,Referral,Mobile,49,Annual,Basic,1,False
CX02784,44,News & Media,Referral,Desktop,77,Two year,Plus,5,True
CX02785,52,Fintech,Paid Social,Desktop,39,Month-to-month,Standard,2,True
CX02786,36,Productivity,Referral,Desktop,15,Month-to-month,Standard,4,False
CX02787,33,Fintech,Organic Search,Tablet,33,Two year,Basic,3,False
CX02788,36,Fitness,App Store,Smart TV,15,Month-to-month,Standard,1,True
CX02789,30,Gaming,App Store,Mobile,32,Month-to-month,Basic,1,True
CX02790,39,News & Media,Organic Search,Mobile,9,Month-to-month,Basic,1,False
CX02791,29,News & Media,Email Campaign,Mobile,6,Month-to-month,Basic,1,False
CX02792,32,Streaming,App Store,Desktop,23,Month-to-month,Plus,5,False
CX02793,44,Fitness,Referral,Mobile,17,Annual,Basic,2,False
CX02794,45,Fintech,Referral,Desktop,38,Annual,Premium,5,False
CX02795,31,Cloud Storage,Email Campaign,Mobile,17,Month-to-month,Premium,6,False
CX02796,34,Cloud Storage,Referral,Mobile,45,Month-to-month,Standard,6,False
CX02797,47,Streaming,Paid Social,Mobile,48,Annual,Plus,3,False
CX02798,42,Fintech,Referral,Mobile,28,Annual,Plus,2,False
CX02799,21,Productivity,Email Campaign,Tablet,9,Month-to-month,Plus,5,False
CX02800,25,Productivity,App Store,Mobile,16,Annual,Standard,2,False
CX02801,30,Fintech,App Store,Smart TV,45,Annual,Standard,3,True
CX02802,25,Streaming,App Store,Mobile,9,Month-to-month,Basic,1,False
CX02803,39,Productivity,Email Campaign,Tablet,15,Month-to-month,Premium,6,False
CX02804,58,Cloud Storage,Organic Search,Tablet,12,Month-to-month,Basic,1,False
CX02805,24,Fintech,Organic Search,Mobile,22,Month-to-month,Standard,5,False
CX02806,44,Fintech,Organic Search,Mobile,13,Month-to-month,Plus,4,False
CX02807,33,Streaming,Organic Search,Mobile,27,Annual,Basic,2,False
CX02808,50,Fintech,Organic Search,Desktop,3,Annual,Standard,2,False
CX02809,22,Streaming,Email Campaign,Desktop,80,Two year,Basic,3,True
CX02810,28,Cloud Storage,Organic Search,Mobile,67,Two year,Plus,3,False
CX02811,37,Gaming,Influencer,Desktop,10,Month-to-month,Basic,1,False
CX02812,45,Streaming,Organic Search,Tablet,33,Annual,Basic,3,True
CX02813,33,Cloud Storage,Email Campaign,Mobile,19,Month-to-month,Standard,1,False
CX02814,33,Streaming,Paid Social,Mobile,13,Month-to-month,Plus,2,False
CX02815,45,Fintech,Organic Search,Mobile,25,Month-to-month,Standard,3,False
CX02816,19,Productivity,Paid Social,Mobile,24,Month-to-month,Standard,3,False
CX02817,32,Productivity,Referral,Mobile,27,Annual,Standard,2,True
CX02818,40,Streaming,Paid Social,Desktop,20,Month-to-month,Standard,1,True
CX02819,38,Productivity,Organic Search,Mobile,7,Month-to-month,Standard,4,False
CX02820,37,Productivity,Influencer,Smart TV,18,Month-to-month,Premium,4,False
CX02821,38,Fitness,Influencer,Desktop,21,Two year,Basic,3,False
CX02822,41,Streaming,Organic Search,Tablet,40,Month-to-month,Premium,6,False
CX02823,23,News & Media,Organic Search,Mobile,37,Annual,Plus,4,False
CX02824,21,News & Media,Referral,Mobile,17,Annual,Basic,2,True
CX02825,36,Productivity,Organic Search,Mobile,2,Month-to-month,Basic,3,False
CX02826,25,Fintech,Organic Search,Desktop,13,Annual,Standard,2,False
CX02827,40,News & Media,Paid Social,Tablet,20,Month-to-month,Basic,1,False
CX02828,30,Fintech,Organic Search,Mobile,6,Annual,Basic,1,False
CX02829,19,Fintech,Influencer,Mobile,5,Month-to-month,Premium,6,True
CX02830,32,Fintech,Referral,Desktop,5,Month-to-month,Standard,4,False
CX02831,32,Cloud Storage,Referral,Mobile,12,Month-to-month,Plus,8,False
CX02832,34,Streaming,App Store,Mobile,12,Month-to-month,Basic,2,False
CX02833,51,Streaming,Organic Search,Mobile,25,Two year,Basic,1,False
CX02834,25,Fitness,App Store,Desktop,11,Annual,Plus,7,False
CX02835,37,Streaming,Email Campaign,Tablet,29,Annual,Basic,1,False
CX02836,29,Streaming,Influencer,Mobile,5,Month-to-month,Standard,3,False
CX02837,37,Streaming,App Store,Desktop,26,Annual,Plus,4,True
CX02838,51,Gaming,Paid Social,Desktop,40,Month-to-month,Premium,7,False
CX02839,61,Streaming,Organic Search,Mobile,8,Month-to-month,Standard,5,False
CX02840,30,Productivity,Organic Search,Desktop,63,Two year,Plus,3,False
CX02841,37,Cloud Storage,App Store,Desktop,19,Annual,Standard,6,True
CX02842,38,Streaming,Paid Social,Desktop,39,Month-to-month,Plus,3,False
CX02843,32,Fitness,Organic Search,Desktop,15,Annual,Plus,3,True
CX02844,32,Fintech,Paid Social,Smart TV,10,Month-to-month,Plus,1,False
CX02845,18,Fintech,Referral,Mobile,28,Annual,Basic,2,False
CX02846,35,Fitness,Organic Search,Desktop,3,Month-to-month,Standard,4,True
CX02847,51,Streaming,Referral,Mobile,20,Annual,Plus,5,True
CX02848,29,Cloud Storage,Organic Search,Smart TV,23,Two year,Basic,1,False
CX02849,38,Fintech,Influencer,Mobile,24,Annual,Plus,4,False
CX02850,19,Gaming,Organic Search,Mobile,4,Month-to-month,Standard,2,True
CX02851,38,Gaming,Influencer,Mobile,11,Month-to-month,Standard,3,False
CX02852,47,Fitness,App Store,Desktop,16,Month-to-month,Plus,3,False
CX02853,43,Fintech,Paid Social,Desktop,65,Month-to-month,Premium,6,False
CX02854,33,Productivity,App Store,Desktop,1,Month-to-month,Standard,2,True
CX02855,25,Streaming,Paid Social,Mobile,16,Annual,Basic,1,False
CX02856,37,Cloud Storage,Organic Search,Smart TV,38,Month-to-month,Basic,3,False
CX02857,43,Gaming,App Store,Desktop,38,Month-to-month,Basic,1,False
CX02858,31,Productivity,Paid Social,Tablet,25,Two year,Basic,5,False
CX02859,32,Productivity,Organic Search,Mobile,6,Month-to-month,Basic,3,False
CX02860,51,Fitness,Referral,Mobile,47,Two year,Plus,6,True
CX02861,49,News & Media,Organic Search,Mobile,5,Month-to-month,Standard,2,False
CX02862,34,Cloud Storage,Organic Search,Mobile,48,Month-to-month,Basic,2,False
CX02863,44,Streaming,Paid Social,Desktop,31,Month-to-month,Standard,3,True
CX02864,26,Productivity,App Store,Mobile,15,Annual,Standard,4,True
CX02865,53,Streaming,App Store,Tablet,27,Two year,Standard,3,False
CX02866,27,Cloud Storage,Organic Search,Mobile,47,Month-to-month,Standard,3,False
CX02867,20,Gaming,Organic Search,Desktop,57,Annual,Premium,2,False
CX02868,41,Productivity,App Store,Mobile,11,Month-to-month,Standard,2,False
CX02869,18,Cloud Storage,Referral,Mobile,23,Month-to-month,Basic,2,False
CX02870,49,Fitness,Organic Search,Mobile,34,Month-to-month,Standard,3,False
CX02871,47,Cloud Storage,Email Campaign,Mobile,4,Month-to-month,Basic,2,False
CX02872,31,Fintech,Organic Search,Desktop,1,Month-to-month,Premium,4,False
CX02873,35,Fintech,Organic Search,Desktop,8,Month-to-month,Plus,4,True
CX02874,45,Productivity,Referral,Desktop,25,Annual,Plus,2,True
CX02875,49,Productivity,Email Campaign,Mobile,32,Month-to-month,Plus,1,False
CX02876,45,Cloud Storage,Organic Search,Mobile,6,Month-to-month,Premium,5,True
CX02877,42,Streaming,Organic Search,Desktop,6,Month-to-month,Plus,4,False
CX02878,18,Cloud Storage,Referral,Tablet,10,Two year,Basic,2,False
CX02879,41,Streaming,Referral,Desktop,28,Month-to-month,Plus,2,False
CX02880,36,Cloud Storage,Organic Search,Smart TV,28,Month-to-month,Premium,6,False
CX02881,30,Streaming,Organic Search,Mobile,16,Month-to-month,Plus,6,False
CX02882,53,Streaming,App Store,Mobile,56,Annual,Standard,3,True
CX02883,32,News & Media,Organic Search,Desktop,18,Month-to-month,Standard,1,False
CX02884,33,News & Media,Paid Social,Mobile,15,Annual,Standard,3,False
CX02885,42,Gaming,Email Campaign,Desktop,30,Annual,Basic,3,True
CX02886,33,Streaming,Paid Social,Mobile,17,Month-to-month,Standard,3,False
CX02887,33,Fintech,Paid Social,Mobile,22,Annual,Premium,2,True
CX02888,44,Fintech,App Store,Mobile,48,Two year,Standard,4,False
CX02889,33,Streaming,Organic Search,Desktop,1,Month-to-month,Plus,4,False
CX02890,49,Fitness,App Store,Mobile,13,Month-to-month,Plus,3,False
CX02891,48,Productivity,Referral,Smart TV,30,Month-to-month,Premium,3,False
CX02892,18,Cloud Storage,Paid Social,Smart TV,7,Month-to-month,Standard,3,True
CX02893,41,Productivity,Organic Search,Tablet,34,Two year,Standard,3,False
CX02894,27,News & Media,Referral,Mobile,27,Two year,Plus,4,False
CX02895,39,Fitness,Email Campaign,Smart TV,13,Month-to-month,Basic,2,False
CX02896,34,Streaming,Organic Search,Desktop,19,Annual,Plus,2,False
CX02897,45,Fintech,Organic Search,Mobile,29,Month-to-month,Basic,2,False
CX02898,43,Streaming,Paid Social,Desktop,19,Annual,Standard,2,False
CX02899,27,Streaming,Paid Social,Desktop,35,Month-to-month,Basic,2,False
CX02900,23,Streaming,Referral,Mobile,15,Month-to-month,Standard,2,True
CX02901,36,Cloud Storage,Paid Social,Desktop,49,Two year,Premium,6,False
CX02902,54,Productivity,Referral,Mobile,10,Month-to-month,Plus,4,False
CX02903,42,Streaming,Organic Search,Desktop,45,Annual,Basic,1,False
CX02904,27,Streaming,Paid Social,Desktop,4,Month-to-month,Standard,3,False
CX02905,26,Cloud Storage,Email Campaign,Desktop,19,Annual,Basic,2,True
CX02906,52,Cloud Storage,Influencer,Mobile,4,Month-to-month,Basic,1,False
CX02907,18,Productivity,Referral,Mobile,36,Month-to-month,Plus,4,False
CX02908,24,News & Media,Email Campaign,Mobile,23,Month-to-month,Basic,1,False
CX02909,41,Cloud Storage,Organic Search,Tablet,12,Annual,Standard,3,True
CX02910,24,Productivity,App Store,Smart TV,21,Month-to-month,Premium,3,False
CX02911,35,Streaming,Email Campaign,Mobile,7,Month-to-month,Standard,5,False
CX02912,23,Fintech,Organic Search,Desktop,11,Annual,Basic,2,False
CX02913,49,Fitness,Organic Search,Desktop,21,Annual,Basic,1,False
CX02914,53,Cloud Storage,Referral,Desktop,5,Month-to-month,Basic,1,False
CX02915,23,Fitness,Organic Search,Tablet,39,Annual,Standard,4,False
CX02916,19,Cloud Storage,Organic Search,Mobile,2,Month-to-month,Standard,3,False
CX02917,33,Gaming,Email Campaign,Desktop,13,Two year,Standard,5,False
CX02918,26,Streaming,Organic Search,Desktop,45,Two year,Standard,2,True
CX02919,34,Fintech,Referral,Mobile,16,Month-to-month,Basic,1,False
CX02920,42,Fintech,Organic Search,Mobile,32,Annual,Plus,2,False
CX02921,39,News & Media,Paid Social,Desktop,11,Month-to-month,Standard,3,True
CX02922,58,Cloud Storage,App Store,Mobile,5,Month-to-month,Plus,3,False
CX02923,50,Productivity,Paid Social,Mobile,24,Annual,Premium,8,False
CX02924,63,Streaming,Referral,Desktop,24,Annual,Basic,3,True
CX02925,51,Streaming,Paid Social,Desktop,14,Month-to-month,Basic,1,True
CX02926,38,News & Media,App Store,Mobile,21,Annual,Plus,5,False
CX02927,38,Productivity,Paid Social,Mobile,51,Two year,Standard,4,True
CX02928,47,News & Media,Organic Search,Mobile,64,Month-to-month,Standard,5,False
CX02929,27,Fintech,Organic Search,Mobile,5,Month-to-month,Standard,3,False
CX02930,42,Fitness,Referral,Tablet,8,Month-to-month,Basic,2,False
CX02931,53,Productivity,Paid Social,Desktop,13,Annual,Plus,5,True
CX02932,53,Streaming,Paid Social,Desktop,14,Month-to-month,Basic,2,False
CX02933,23,Cloud Storage,Influencer,Desktop,15,Annual,Standard,5,True
CX02934,26,Fintech,Influencer,Mobile,9,Month-to-month,Plus,2,False
CX02935,18,Fitness,Paid Social,Mobile,10,Month-to-month,Standard,1,False
CX02936,41,Cloud Storage,Paid Social,Desktop,56,Two year,Standard,3,False
CX02937,49,Streaming,Paid Social,Desktop,36,Annual,Plus,1,False
CX02938,21,Streaming,App Store,Desktop,16,Month-to-month,Basic,3,False
CX02939,54,Fintech,Paid Social,Smart TV,8,Month-to-month,Plus,3,True
CX02940,38,Streaming,Paid Social,Smart TV,21,Annual,Premium,6,False
CX02941,26,Productivity,Referral,Mobile,37,Annual,Premium,5,False
CX02942,30,Streaming,Paid Social,Mobile,11,Annual,Standard,6,False
CX02943,22,Productivity,Referral,Mobile,8,Annual,Standard,4,False
CX02944,27,Productivity,App Store,Mobile,3,Month-to-month,Standard,5,False
CX02945,37,Streaming,App Store,Mobile,43,Month-to-month,Basic,3,False
CX02946,28,Cloud Storage,App Store,Mobile,28,Month-to-month,Standard,2,False
CX02947,28,Fintech,Referral,Mobile,21,Month-to-month,Basic,1,True
CX02948,25,Fintech,Organic Search,Mobile,6,Month-to-month,Basic,1,False
CX02949,36,Productivity,Organic Search,Desktop,32,Annual,Premium,4,False
CX02950,58,Fintech,Paid Social,Mobile,23,Two year,Premium,5,False
CX02951,36,Streaming,Referral,Desktop,24,Two year,Premium,4,True
CX02952,39,Streaming,App Store,Mobile,5,Month-to-month,Plus,8,False
CX02953,18,Streaming,Paid Social,Desktop,6,Annual,Standard,1,False
CX02954,33,Productivity,Organic Search,Smart TV,26,Month-to-month,Basic,3,False
CX02955,18,Productivity,Paid Social,Mobile,27,Two year,Standard,2,False
CX02956,18,Productivity,App Store,Mobile,9,Month-to-month,Plus,6,False
CX02957,45,Cloud Storage,App Store,Mobile,45,Month-to-month,Premium,4,False
CX02958,51,Cloud Storage,Influencer,Smart TV,11,Month-to-month,Standard,4,True
CX02959,23,Cloud Storage,App Store,Mobile,16,Month-to-month,Basic,2,False
CX02960,43,Gaming,Paid Social,Desktop,20,Two year,Plus,3,False
CX02961,22,Fintech,App Store,Smart TV,36,Two year,Standard,3,False
CX02962,41,Cloud Storage,Paid Social,Mobile,18,Month-to-month,Basic,1,False
CX02963,28,Productivity,Organic Search,Mobile,13,Month-to-month,Standard,6,True
CX02964,31,Streaming,App Store,Mobile,17,Annual,Plus,4,True
CX02965,42,Streaming,App Store,Mobile,32,Annual,Premium,2,False
CX02966,28,Streaming,Referral,Desktop,33,Two year,Standard,5,False
CX02967,32,Fitness,Paid Social,Desktop,15,Annual,Standard,4,False
CX02968,34,Productivity,Paid Social,Desktop,34,Two year,Plus,5,False
CX02969,39,News & Media,Influencer,Mobile,30,Annual,Standard,4,False
CX02970,39,Gaming,Organic Search,Mobile,3,Month-to-month,Standard,3,False
CX02971,46,Cloud Storage,App Store,Mobile,18,Two year,Premium,1,True
CX02972,18,Streaming,Email Campaign,Mobile,10,Month-to-month,Basic,1,True
CX02973,41,Cloud Storage,Paid Social,Mobile,17,Month-to-month,Plus,3,False
CX02974,23,Streaming,Organic Search,Mobile,44,Annual,Plus,4,False
CX02975,51,Streaming,App Store,Mobile,26,Annual,Standard,3,True
CX02976,29,Fintech,Organic Search,Smart TV,13,Annual,Standard,3,True
CX02977,29,Fintech,Paid Social,Mobile,33,Annual,Standard,2,True
CX02978,18,Fintech,Paid Social,Mobile,27,Month-to-month,Basic,2,False
CX02979,25,Fintech,Organic Search,Smart TV,21,Annual,Premium,3,True
CX02980,35,Cloud Storage,Paid Social,Desktop,5,Annual,Plus,2,False
CX02981,19,Fitness,Paid Social,Desktop,7,Month-to-month,Basic,2,False
CX02982,29,Streaming,Organic Search,Mobile,14,Annual,Basic,2,True
CX02983,18,Fitness,Organic Search,Smart TV,3,Month-to-month,Plus,2,False
CX02984,47,Cloud Storage,App Store,Tablet,5,Month-to-month,Basic,2,False
CX02985,43,Streaming,Organic Search,Desktop,18,Month-to-month,Standard,2,True
CX02986,18,Streaming,Paid Social,Tablet,21,Month-to-month,Plus,5,False
CX02987,40,Fintech,App Store,Desktop,28,Month-to-month,Standard,4,True
CX02988,23,Gaming,Paid Social,Desktop,3,Month-to-month,Basic,1,False
CX02989,48,Cloud Storage,Referral,Mobile,20,Annual,Basic,1,False
CX02990,54,Productivity,Organic Search,Smart TV,9,Month-to-month,Basic,1,True
CX02991,41,News & Media,Referral,Mobile,21,Month-to-month,Basic,3,False
CX02992,56,Fitness,Email Campaign,Desktop,17,Month-to-month,Basic,1,False
CX02993,42,Fitness,Organic Search,Desktop,33,Annual,Premium,4,False
CX02994,39,Fitness,App Store,Desktop,22,Two year,Standard,4,False
CX02995,43,Cloud Storage,Influencer,Mobile,20,Month-to-month,Standard,5,False
CX02996,35,Gaming,Organic Search,Desktop,43,Two year,Standard,1,False
CX02997,34,Streaming,Influencer,Mobile,49,Annual,Basic,2,False
CX02998,21,Fintech,Paid Social,Mobile,24,Annual,Basic,3,False
CX02999,38,Fintech,App Store,Mobile,31,Month-to-month,Plus,2,False
CX03000,44,Productivity,Organic Search,Mobile,30,Two year,Plus,4,False
CX03001,25,Productivity,Organic Search,Mobile,8,Month-to-month,Standard,3,False
CX03002,39,Streaming,Organic Search,Tablet,16,Month-to-month,Premium,6,True
CX03003,34,Streaming,App Store,Mobile,50,Month-to-month,Plus,3,False
CX03004,30,Productivity,App Store,Mobile,6,Month-to-month,Plus,4,False
CX03005,48,Fintech,App Store,Mobile,18,Annual,Standard,1,False
CX03006,18,Cloud Storage,Influencer,Smart TV,9,Month-to-month,Standard,2,False
CX03007,33,News & Media,App Store,Mobile,26,Two year,Plus,7,False
CX03008,49,Fitness,Email Campaign,Mobile,41,Month-to-month,Basic,2,False
CX03009,51,Streaming,App Store,Smart TV,5,Month-to-month,Basic,2,True
CX03010,55,Fitness,Organic Search,Mobile,30,Month-to-month,Basic,2,False
CX03011,46,Fintech,Paid Social,Tablet,10,Month-to-month,Plus,5,False
CX03012,22,Productivity,Email Campaign,Tablet,12,Month-to-month,Standard,4,False
CX03013,42,Fitness,Paid Social,Tablet,26,Month-to-month,Standard,3,False
CX03014,49,Streaming,App Store,Desktop,18,Month-to-month,Plus,2,True
CX03015,25,Streaming,Organic Search,Mobile,2,Month-to-month,Standard,4,False
CX03016,35,Streaming,Organic Search,Desktop,18,Month-to-month,Plus,5,True
CX03017,34,Cloud Storage,Paid Social,Desktop,28,Month-to-month,Premium,5,False
CX03018,43,Productivity,Paid Social,Desktop,37,Annual,Standard,1,False
CX03019,27,Fitness,Email Campaign,Desktop,33,Annual,Plus,6,True
CX03020,24,Productivity,Influencer,Smart TV,7,Month-to-month,Premium,2,False
CX03021,38,Streaming,Organic Search,Mobile,17,Month-to-month,Standard,6,True
CX03022,32,Productivity,Organic Search,Mobile,6,Month-to-month,Standard,1,True
CX03023,44,Fintech,Paid Social,Smart TV,3,Month-to-month,Basic,1,True
CX03024,30,Streaming,Email Campaign,Desktop,24,Two year,Premium,4,True
CX03025,26,Productivity,Influencer,Tablet,11,Month-to-month,Plus,4,False
CX03026,26,Streaming,Email Campaign,Tablet,36,Annual,Basic,1,False
CX03027,23,Streaming,App Store,Mobile,31,Month-to-month,Standard,2,True
CX03028,51,Fintech,Organic Search,Tablet,19,Two year,Standard,1,False
CX03029,32,Fintech,Organic Search,Desktop,18,Two year,Premium,5,True
CX03030,24,Streaming,Paid Social,Mobile,17,Annual,Standard,3,True
CX03031,31,Cloud Storage,Paid Social,Mobile,64,Annual,Standard,4,True
CX03032,37,Productivity,Organic Search,Mobile,22,Two year,Standard,2,True
CX03033,34,Streaming,Paid Social,Mobile,31,Month-to-month,Plus,5,False
CX03034,32,News & Media,Paid Social,Mobile,20,Month-to-month,Premium,4,False
CX03035,42,Fitness,Influencer,Tablet,64,Two year,Basic,2,False
CX03036,54,Gaming,Paid Social,Mobile,18,Annual,Basic,2,False
CX03037,56,Streaming,Organic Search,Mobile,7,Two year,Plus,6,False
CX03038,23,Productivity,Referral,Tablet,27,Month-to-month,Plus,3,False
CX03039,40,Productivity,Influencer,Mobile,29,Annual,Standard,8,False
CX03040,37,Productivity,Influencer,Desktop,20,Annual,Plus,6,False
CX03041,42,Streaming,Organic Search,Mobile,18,Annual,Standard,6,False
CX03042,52,Gaming,Paid Social,Mobile,30,Two year,Standard,4,True
CX03043,20,Fintech,Paid Social,Mobile,47,Two year,Standard,3,False
CX03044,45,Fitness,Email Campaign,Mobile,7,Two year,Basic,2,False
CX03045,20,Streaming,Referral,Mobile,15,Month-to-month,Basic,2,False
CX03046,41,Gaming,Influencer,Desktop,2,Month-to-month,Premium,7,False
CX03047,35,Productivity,Referral,Mobile,12,Month-to-month,Standard,4,False
CX03048,41,Streaming,Paid Social,Desktop,7,Month-to-month,Standard,2,True
CX03049,45,Streaming,App Store,Desktop,10,Annual,Basic,1,True
CX03050,35,Cloud Storage,Organic Search,Mobile,4,Month-to-month,Standard,3,False
CX03051,21,Gaming,Organic Search,Mobile,19,Month-to-month,Standard,4,False
CX03052,26,Streaming,App Store,Mobile,28,Two year,Standard,3,False
CX03053,40,Gaming,Organic Search,Mobile,15,Month-to-month,Standard,5,False
CX03054,44,News & Media,Paid Social,Mobile,20,Two year,Basic,1,True
CX03055,45,Streaming,App Store,Desktop,15,Annual,Plus,3,True
CX03056,29,Fitness,Organic Search,Mobile,3,Month-to-month,Standard,6,False
CX03057,27,Fintech,Referral,Smart TV,21,Month-to-month,Plus,5,False
CX03058,35,Fitness,Paid Social,Desktop,47,Annual,Standard,1,False
CX03059,47,Fitness,Paid Social,Mobile,4,Month-to-month,Basic,2,True
CX03060,29,Cloud Storage,App Store,Smart TV,35,Two year,Basic,1,True
CX03061,24,Streaming,Organic Search,Desktop,16,Annual,Standard,3,False
CX03062,26,Fitness,App Store,Mobile,5,Month-to-month,Premium,7,False
CX03063,39,Gaming,Influencer,Desktop,39,Annual,Premium,3,True
CX03064,39,Cloud Storage,Referral,Mobile,4,Month-to-month,Plus,4,False
CX03065,33,Gaming,Email Campaign,Mobile,1,Month-to-month,Basic,3,False
CX03066,39,Fintech,Paid Social,Mobile,36,Annual,Standard,2,False
CX03067,18,Fitness,App Store,Desktop,23,Month-to-month,Basic,1,False
CX03068,32,Productivity,App Store,Mobile,5,Month-to-month,Premium,3,False
CX03069,46,Productivity,Organic Search,Mobile,38,Two year,Basic,1,True
CX03070,48,Gaming,Paid Social,Mobile,33,Month-to-month,Standard,4,False
CX03071,31,Streaming,Organic Search,Tablet,6,Month-to-month,Basic,2,False
CX03072,24,Streaming,Email Campaign,Mobile,10,Month-to-month,Basic,3,True
CX03073,46,Cloud Storage,Organic Search,Mobile,11,Month-to-month,Premium,8,False
CX03074,56,Streaming,App Store,Mobile,10,Month-to-month,Basic,2,False
CX03075,53,Fintech,Organic Search,Smart TV,50,Two year,Standard,5,False
CX03076,26,Fintech,Paid Social,Mobile,1,Month-to-month,Plus,5,True
CX03077,38,Streaming,App Store,Mobile,25,Month-to-month,Plus,4,False
CX03078,26,Cloud Storage,Referral,Desktop,8,Month-to-month,Basic,1,True
